"budget","revenue","movie_id","title","popularity","status","release_date","runtime","vote_average","vote_count"
25000000,27603069,72113,"Carnage",20.011435,"Released","2011-09-16",80,7,738
25000000,0,9729,"Where the Truth Lies",4.051221,"Released","2005-10-07",107,5.9,66
0,34153101,94352,"Cirque du Soleil: Worlds Away",5.987486,"Released","2012-11-09",91,6.1,58
25000000,777423,22256,"Without Limits",3.849873,"Released","1998-09-11",117,6.2,19
25000000,2336172,12404,"Me and Orson Welles",3.593165,"Released","2009-11-25",114,6.6,49
13500000,19255873,152742,"The Best Offer",30.058263,"Released","2013-01-01",124,7.7,704
25000000,10589102,11699,"The Bad Lieutenant: Port of Call - New Orleans",17.339852,"Released","2009-09-11",122,6,326
0,0,49953,"A Turtle's Tale: Sammy's Adventures",15.805449,"Released","2010-08-03",88,5.6,151
25000000,48531470,48034,"Little White Lies",15.279021,"Released","2010-10-20",154,7.1,380
0,0,39845,"Love Ranch",5.000126,"Released","2010-06-30",117,6,21
0,0,25353,"The True Story of Puss 'n Boots",1.684948,"Released","2009-04-01",82,3.8,7
25000000,6500000,36696,"Space Dogs",5.753564,"Released","2010-03-18",85,6.3,10
25000000,71009334,109091,"The Counselor",35.022029,"Released","2013-10-25",117,5,712
25000000,0,38543,"Ironclad",12.31708,"Released","2011-03-03",121,6.2,227
25000000,3052000,33157,"Waterloo",1.894749,"Released","1970-10-26",128,7,31
25000000,0,290864,"Kung Fu Jungle",6.895866,"Released","2014-10-31",100,6.5,114
25000000,0,242166,"Red Sky",3.344158,"Released","2014-03-12",100,4.1,26
14000000,34670720,859,"Dangerous Liaisons",14.480628,"Released","1988-12-16",119,7,257
25000000,8784318,83770,"On the Road",14.613152,"Released","2012-05-22",137,5.5,301
24000000,1.33e+08,168,"Star Trek IV: The Voyage Home",22.258428,"Released","1986-11-25",119,6.9,477
24000000,155721132,1246,"Rocky Balboa",30.445257,"Released","2006-12-20",102,6.5,835
24000000,172363301,4233,"Scream 2",35.244037,"Released","1997-12-09",120,6.1,840
25000000,1397284,174751,"Jane Got a Gun",15.333575,"Released","2016-01-01",98,5.4,285
24000000,70181428,184098,"Think Like a Man Too",15.237142,"Released","2014-06-20",105,6.4,225
41300000,106371651,2069,"The Whole Nine Yards",23.441135,"Released","2000-02-18",98,6.2,531
8200000,80035402,1788,"Footloose",25.03414,"Released","1984-02-17",107,6.4,505
24000000,87055349,11635,"Old School",24.70166,"Released","2003-02-21",91,6.6,541
24000000,41895491,177,"The Fisher King",16.146572,"Released","1991-09-09",137,7.2,341
65000000,40002112,3600,"I Still Know What You Did Last Summer",20.793026,"Released","1998-11-13",100,5.1,374
24000000,36609995,2621,"Return to Me",5.771479,"Released","2000-04-07",115,6.1,67
24000000,42105111,10358,"Zack and Miri Make a Porno",27.326466,"Released","2008-09-18",102,6.1,721
24000000,0,10480,"Nurse Betty",3.572339,"Released","2000-09-08",108,5.9,111
24000000,68729358,10313,"The Men Who Stare at Goats",20.69219,"Released","2009-10-17",93,5.9,742
0,0,18828,"Double Take",1.903405,"Released","2001-01-12",88,5.5,24
40000000,0,3558,"Girl, Interrupted",10.713521,"Released","1999-12-21",127,7.6,721
17000000,16980098,13476,"Win a Date with Tad Hamilton!",7.701041,"Released","2004-01-23",95,5.5,160
24000000,16290976,10208,"Muppets from Space",6.589193,"Released","1999-07-14",87,5.8,92
24000000,21049053,24961,"The Wiz",2.753313,"Released","1978-10-24",134,5.9,58
24000000,12372410,20697,"Ready to Rumble",3.113009,"Released","2000-04-07",107,4.7,49
24000000,8434146,20761,"Play It to the Bone",5.566203,"Released","1999-12-25",124,5.7,53
24000000,30551495,70868,"I Don't Know How She Does It",8.630825,"Released","2011-09-16",89,5,141
24000000,83188165,43593,"Piranha 3D",23.343839,"Released","2010-08-20",88,5.3,581
23000000,0,6478,"Beyond the Sea",6.138213,"Released","2004-12-17",118,6.5,55
24000000,4562146,40688,"Meet the Deedles",2.353441,"Released","1998-03-27",93,4.1,19
28000000,669276,26672,"The Thief and the Cobbler",2.439184,"Released","1993-09-23",72,6.8,26
0,0,45881,"The Bridge of San Luis Rey",0.515677,"Released","2004-01-01",120,5.4,15
24000000,23081726,41283,"Faster",26.324874,"Released","2010-11-23",98,6.1,568
24000000,234710455,4935,"Howl's Moving Castle",49.549984,"Released","2004-11-19",119,8.2,1991
23600000,102391382,19908,"Zombieland",57.300674,"Released","2009-10-07",88,7.2,3550
23000000,185991646,10663,"The Waterboy",23.839127,"Released","1998-11-06",90,5.9,512
18000000,538400000,1891,"The Empire Strikes Back",78.51783,"Released","1980-05-17",124,8.2,5879
19000000,141407024,9737,"Bad Boys",33.872182,"Released","1995-04-07",118,6.5,1699
23000000,86930411,37137,"The Naked Gun 2½: The Smell of Fear",27.33256,"Released","1991-06-28",85,6.6,546
23000000,53302314,9532,"Final Destination",38.799596,"Released","2000-03-16",98,6.4,1378
12500000,75993061,10316,"The Ides of March",20.317469,"Released","2011-09-24",101,6.5,910
23000000,53187659,2787,"Pitch Black",18.493202,"Released","2000-02-18",108,6.7,1789
23000000,0,12658,"Someone Like You...",7.901891,"Released","2001-03-30",97,6,118
23000000,47351251,152601,"Her",53.682367,"Released","2013-12-18",126,7.9,4097
23000000,36642838,10866,"Joy Ride",11.183197,"Released","2001-10-05",97,6.3,325
25000000,6399,227707,"The Adventurer: The Curse of the Midas Box",8.842722,"Released","2013-12-05",99,5.1,73
23000000,18653615,21349,"Anywhere But Here",8.976738,"Released","1999-11-12",114,5.9,66
0,0,19150,"The Crew",2.634119,"Released","2000-08-21",88,6.4,11
23000000,33372606,70435,"Haywire",26.257951,"Released","2011-11-06",93,5.6,505
23000000,51881013,580,"Jaws: The Revenge",12.777008,"Released","1987-07-17",89,3.5,224
0,0,9819,"Marvin's Room",6.130231,"Released","1996-12-18",98,6.6,124
0,0,13579,"The Longshots",4.030724,"Released","2008-08-22",94,6.5,11
23000000,10827816,20024,"The End of the Affair",6.921263,"Released","1999-12-03",102,6.6,55
23000000,7434726,2453,"Harley Davidson and the Marlboro Man",12.869436,"Released","1991-08-23",98,6.1,82
23000000,29541790,6973,"In the Valley of Elah",15.676123,"Released","2007-08-31",124,6.6,261
0,0,11156,"Coco Before Chanel",8.426589,"Released","2009-04-22",110,6.6,246
11000000,0,354110,"Forsaken",11.071522,"Released","2015-09-16",90,5.8,101
23000000,9366227,22215,"Cheri",5.494047,"Released","2009-02-10",86,5.9,56
23000000,16123851,11632,"Vanity Fair",6.618149,"Released","2004-09-01",141,5.5,73
23000000,5837674,30596,"Bodyguards and Assassins",7.876883,"Released","2009-12-18",139,6.5,57
25000000,94679598,3021,"1408",35.169779,"Released","2007-07-12",104,6.5,1343
22700000,38119483,957,"Spaceballs",39.890798,"Released","1987-06-24",96,6.7,902
22500000,15520023,256917,"The Water Diviner",22.096286,"Released","2014-12-25",112,6.8,431
22000000,5.05e+08,251,"Ghost",41.967005,"Released","1990-07-12",127,6.9,1339
23000000,369884651,544,"There's Something About Mary",57.110486,"Released","1998-07-15",119,6.5,1590
22000000,189833357,11395,"The Santa Clause",16.234053,"Released","1994-11-10",97,6.3,489
20000000,75597042,14635,"The Rookie",11.263361,"Released","2002-03-25",127,6.5,110
22000000,147880543,13680,"The Game Plan",20.699212,"Released","2007-09-28",110,6,428
24000000,182016617,688,"The Bridges of Madison County",17.606087,"Released","1995-05-28",135,7.3,385
22000000,84772742,11090,"The Animal",13.786075,"Released","2001-06-01",84,4.6,304
22000000,77737889,783,"Gandhi",35.227212,"Released","1982-11-30",191,7.4,716
22000000,88880821,228194,"The Hundred-Foot Journey",27.898438,"Released","2014-08-06",122,7.3,508
22000000,110627965,1642,"The Net",23.218144,"Released","1995-07-28",114,5.6,354
22000000,92542418,10950,"I Am Sam",26.071644,"Released","2001-12-28",132,7.2,530
22000000,67800064,235260,"Son of God",9.175762,"Released","2014-02-28",138,5.9,83
22000000,95708457,277,"Underworld",81.829237,"Released","2003-09-19",121,6.6,2512
22000000,57479076,8999,"Derailed",17.7091,"Released","2005-11-11",108,6.1,319
22000000,35424826,11323,"The Informant!",17.772518,"Released","2009-09-18",108,6,301
22000000,0,10445,"Shadowlands",5.609755,"Released","1993-12-25",131,6.8,61
22000000,22400154,11453,"Deuce Bigalow: European Gigolo",10.259461,"Released","2005-08-06",83,4.7,225
26000000,51164106,146239,"Delivery Man",30.114383,"Released","2013-10-10",105,6.2,551
0,9930095,205588,"Our Kind of Traitor",10.547959,"Released","2016-05-05",108,6,160
22000000,19351569,10878,"Saving Silverman",12.887673,"Released","2001-02-09",90,5.4,154
22000000,77112176,82650,"Diary of a Wimpy Kid: Dog Days",13.410919,"Released","2012-08-02",94,6,223
0,0,10279,"Summer of Sam",3.70789,"Released","1999-07-02",142,6.3,112
22000000,33788161,2294,"Jay and Silent Bob Strike Back",21.865021,"Released","2001-08-22",104,6.4,480
30000000,23619609,2176,"The Glass House",9.448517,"Released","2001-09-14",106,5.4,201
22000000,63647656,270487,"Hail, Caesar!",39.006187,"Released","2016-02-05",106,5.7,1309
22000000,0,19366,"Josie and the Pussycats",6.404571,"Released","2001-04-06",98,5.3,72
22000000,43058898,204082,"Homefront",35.737655,"Released","2013-11-27",100,6.4,875
22000000,13555988,24100,"The Little Vampire",4.365196,"Released","2000-10-27",95,6.1,77
22000000,0,1599,"I Heart Huckabees",14.925633,"Released","2004-09-10",106,6.2,239
22000000,10696210,5550,"RoboCop 3",14.725467,"Released","1993-04-17",104,4.2,305
0,0,30379,"Megiddo: The Omega Code 2",0.809588,"Released","2001-09-07",104,3.6,8
0,0,42586,"Darling Lili",0.816883,"Released","1970-01-01",107,4.9,8
70000000,0,17709,"Dudley Do-Right",8.792054,"Released","1999-08-27",77,3.8,48
25000000,72629670,287948,"The Transporter Refueled",25.002715,"Released","2015-09-03",96,5.2,559
0,0,7548,"The Libertine",7.588597,"Released","2004-09-16",114,5.9,128
21000000,26193068,9075,"Black Book",13.906611,"Released","2006-09-01",145,7.2,277
22000000,17709155,11661,"Joyeux Noël",13.960945,"Released","2005-11-09",116,7.2,212
2000000,14400000,109513,"Hit & Run",16.668854,"Released","2012-08-22",100,5.5,224
0,0,12085,"Mad Money",6.847133,"Released","2008-01-17",104,5.9,140
22000000,15447154,204922,"Before I Go to Sleep",48.784734,"Released","2014-09-03",92,6.2,659
22000000,1.2e+07,38985,"Sorcerer",9.088209,"Released","1977-06-24",121,7.4,98
22000000,9479718,44113,"Stone",12.445176,"Released","2010-10-07",105,5.2,192
0,0,21494,"Moliere",4.61335,"Released","2007-01-31",115,6.7,45
22000000,15400000,164457,"Out of the Furnace",29.230298,"Released","2013-12-06",116,6.5,720
25000000,92991835,4566,"Michael Clayton",18.961323,"Released","2007-09-28",119,6.5,501
0,0,17795,"My Fellow Americans",2.809378,"Released","1996-12-20",101,6.3,46
21500000,0,1073,"Arlington Road",12.819447,"Released","1999-03-19",117,7,239
22000000,2.4e+07,153158,"Underdogs",14.866351,"Released","2013-07-18",106,6,122
17000000,73244881,81836,"To Rome with Love",15.013386,"Released","2012-04-20",111,5.6,546
18000000,70687344,10724,"Firefox",8.700565,"Released","1982-06-13",136,5.5,139
21000000,0,9473,"South Park: Bigger, Longer & Uncut",27.197799,"Released","1999-06-30",81,7.1,893
9000000,46,2196,"Death at a Funeral",20.410354,"Released","2007-02-09",90,6.9,497
21000000,4.2e+07,1499,"Teenage Mutant Ninja Turtles III",10.207065,"Released","1993-03-17",96,5.1,184
32000000,40222729,20857,"Hardball",5.683281,"Released","2001-09-14",106,6.3,123
21000000,205738714,82693,"Silver Linings Playbook",63.599973,"Released","2012-09-08",122,6.9,4742
21000000,41170784,1646,"Freedom Writers",17.746981,"Released","2007-01-05",123,7.5,356
0,3.7e+07,44944,"For Colored Girls",1.934524,"Released","2010-11-05",134,7,22
21000000,43928932,4108,"The Transporter",34.433521,"Released","2002-10-02",92,6.6,1692
20000000,41627431,8456,"Never Back Down",26.21425,"Released","2008-03-04",115,6.4,497
21000000,17762705,7341,"The Rage: Carrie 2",4.781538,"Released","1999-03-11",104,5.1,76
17000000,14899417,19255,"Away We Go",10.13559,"Released","2009-06-05",98,6.7,189
21000000,17600000,10187,"Swing Vote",5.815881,"Released","2008-08-01",120,5.8,65
21000000,10011050,31005,"Moonlight Mile",8.982335,"Released","2002-09-09",117,6.5,52
30000000,0,49517,"Tinker Tailor Soldier Spy",33.649652,"Released","2011-09-16",127,6.6,840
0,0,44857,"Molly",2.636193,"Released","1999-10-22",102,5.5,14
21000000,970816,50780,"The Beaver",13.847872,"Released","2011-02-11",91,6.3,276
35000000,69701637,16363,"The Best Little Whorehouse in Texas",4.189378,"Released","1982-07-23",114,5.9,41
15000000,2856712,1946,"eXistenZ",21.928025,"Released","1999-04-14",97,6.7,475
18000000,389925971,85,"Raiders of the Lost Ark",68.159596,"Released","1981-06-12",115,7.7,3854
18000000,358991681,772,"Home Alone 2: Lost in New York",81.487685,"Released","1992-11-19",120,6.3,2395
20000000,303788635,840,"Close Encounters of the Third Kind",52.456505,"Released","1977-11-16",135,7.2,1098
38000000,29907685,9682,"Pulse",9.662715,"Released","2006-08-11",90,5,150
20000000,299965036,96,"Beverly Hills Cop II",25.28436,"Released","1987-05-18",100,6.1,613
20000000,132675402,10678,"Bringing Down the House",8.351385,"Released","2003-03-07",105,5.4,183
19000000,272742922,274,"The Silence of the Lambs",18.174804,"Released","1991-02-01",119,8.1,4443
20000000,121697323,8872,"Wayne's World",21.815122,"Released","1992-02-14",94,6.5,728
20000000,117224271,16290,"Jackass 3D",20.99174,"Released","2010-10-15",94,6.4,428
20000000,187884007,579,"Jaws 2",19.636044,"Released","1978-06-16",116,5.9,406
20000000,149281606,14405,"Beverly Hills Chihuahua",12.25264,"Released","2008-10-03",91,4.9,209
13000000,318000141,138843,"The Conjuring",49.975409,"Released","2013-07-18",112,7.4,3092
32000000,97918663,11637,"Are We There Yet?",13.590677,"Released","2005-01-20",95,5.2,221
20000000,100525432,226486,"Tammy",21.657563,"Released","2014-07-02",97,5,500
35000000,131282949,1584,"School of Rock",43.057323,"Released","2003-10-03",108,6.7,1414
18000000,122195920,9312,"Mortal Kombat",16.470895,"Released","1995-08-18",101,5.4,442
37000000,113086475,12153,"White Chicks",28.703007,"Released","2004-06-23",109,6.3,679
20000000,177243185,65057,"The Descendants",40.903931,"Released","2011-09-09",115,6.7,934
20000000,0,8326,"Holes",22.001408,"Released","2003-04-18",117,6.7,383
0,0,35690,"The Last Song",23.139971,"Released","2010-03-31",107,6.9,923
20000000,1.87e+08,76203,"12 Years a Slave",95.9229,"Released","2013-10-18",134,7.9,3674
20000000,57588485,13497,"Drumline",4.748929,"Released","2002-12-13",118,6.2,116
20000000,60072596,35688,"Why Did I Get Married Too?",2.986286,"Released","2010-04-02",121,6.1,29
20000000,5.3e+07,162,"Edward Scissorhands",47.51363,"Released","1990-12-05",105,7.5,3601
20000000,207945075,296096,"Me Before You",53.161905,"Released","2016-06-02",110,7.6,2562
0,0,103370,"Madea's Witness Protection",7.050951,"Released","2012-06-29",114,5.9,52
1800000,41158757,1051,"The French Connection",15.978136,"Released","1971-10-09",104,7.4,422
20000000,183936074,376659,"Bad Moms",42.512296,"Released","2016-07-28",100,6.3,1252
20000000,48548426,10073,"Date Movie",10.098722,"Released","2006-02-17",83,3.6,222
20000000,109862682,16690,"Return to Never Land",15.341196,"Released","2002-02-14",72,6.1,290
20000000,66787908,273895,"Selma",29.023184,"Released","2014-12-25",127,7.4,817
20000000,135680000,14873,"The Jungle Book 2",19.819893,"Released","2003-02-07",72,5.6,269
20000000,67192859,8968,"Boogeyman",11.62423,"Released","2005-02-04",89,4.6,191
20000000,84146832,9963,"Premonition",22.049787,"Released","2007-02-08",96,5.8,381
30000000,45554533,15655,"The Tigger Movie",9.829859,"Released","2000-02-11",77,6.3,143
20000000,41596251,21208,"Orphan",29.295801,"Released","2009-07-24",123,6.7,1261
20000000,43967255,272878,"Max",14.136476,"Released","2015-06-26",111,6.8,276
20000000,86865564,9760,"Epic Movie",6.064638,"Released","2007-01-25",86,3.2,326
20000000,88346473,314365,"Spotlight",41.503588,"Released","2015-11-06",128,7.8,2686
20000000,27640028,13279,"Lakeview Terrace",20.495749,"Released","2008-09-19",110,5.9,292
20000000,39143839,1975,"The Grudge 2",13.906944,"Released","2006-10-13",102,5.2,283
20000000,37672350,33644,"How Stella Got Her Groove Back",2.003047,"Released","1998-08-14",124,6,24
0,0,1649,"Bill & Ted's Bogus Journey",11.349664,"Released","1991-07-19",98,5.9,308
20000000,41237648,9895,"Man of the Year",11.203335,"Released","2006-10-09",115,5.8,129
20000000,35841901,9570,"The Black Hole",8.265317,"Released","1979-12-18",98,6.1,131
20000000,65464324,27579,"The American",18.632156,"Released","2010-08-31",104,5.8,481
20000000,6e+07,16052,"Selena",6.92592,"Released","1997-03-21",127,7,114
20000000,80547866,40264,"Vampires Suck",17.165039,"Released","2010-08-18",82,4.2,315
25000000,135330182,1164,"Babel",25.785925,"Released","2006-09-08",143,6.9,1055
19800000,41296320,239678,"This Is Where I Leave You",20.311684,"Released","2014-09-10",103,6.5,505
20000000,50907234,14359,"Doubt",20.975165,"Released","2008-11-27",104,7,435
32000000,50907422,3989,"Team America: World Police",26.509175,"Released","2004-10-10",98,6.6,660
20000000,47241945,76617,"Texas Chainsaw 3D",26.497025,"Released","2013-01-03",92,5.3,465
0,0,1710,"Copycat",14.211699,"Released","1995-10-27",124,6.4,194
20000000,78378744,4258,"Scary Movie 5",36.819044,"Released","2013-04-11",86,4.6,793
20000000,31678778,20391,"Paint Your Wagon",7.902536,"Released","1969-10-15",158,6.2,63
20000000,54586584,10139,"Milk",30.909699,"Released","2008-11-26",128,7.1,612
20000000,46069568,335778,"Risen",16.663797,"Released","2016-02-19",107,5.7,295
35000000,68349884,9645,"Ghost Ship",27.724913,"Released","2002-10-25",91,5.3,531
19000000,35387212,55465,"A Very Harold & Kumar Christmas",17.971883,"Released","2011-11-04",108,6,328
20000000,67200000,617,"Wild Things",25.041992,"Released","1998-03-20",108,6.3,444
0,0,19904,"The Stepfather",7.924428,"Released","2009-10-16",101,5.4,167
20000000,45636368,48289,"The Debt",14.857884,"Released","2010-04-11",113,6.3,257
30000000,47126295,243,"High Fidelity",23.982956,"Released","2000-03-17",113,7,628
20000000,0,6933,"One Missed Call",12.458131,"Released","2008-01-04",87,4.7,171
20000000,0,17182,"Eye for an Eye",3.996392,"Released","1996-01-12",101,5.8,63
20000000,64822796,8848,"The Bank Job",30.387754,"Released","2008-02-28",112,6.6,697
20000000,72258126,38,"Eternal Sunshine of the Spotless Mind",56.481487,"Released","2004-03-19",108,7.9,3652
20000000,32005248,38303,"You Again",19.962713,"Released","2010-09-24",105,6,368
20000000,65569869,1266,"Street Kings",18.666876,"Released","2008-04-10",109,6.3,363
20000000,46089287,107985,"The World's End",55.964605,"Released","2013-07-18",109,6.7,1778
0,0,14043,"Nancy Drew",5.0348,"Released","2007-06-15",99,5.8,143
20000000,51416464,19901,"Daybreakers",28.019226,"Released","2009-01-06",98,6,634
20000000,49779728,34016,"She's Out of My League",16.176976,"Released","2010-03-11",104,5.9,525
20000000,17425000,59860,"Monte Carlo",17.237143,"Released","2011-07-01",109,6,593
9000000,27105095,10069,"Stay Alive",4.34503,"Released","2006-03-24",100,5.3,155
0,0,9588,"Quigley Down Under",11.360997,"Released","1990-10-17",119,6.5,119
20000000,39300000,12819,"Alpha and Omega",12.300789,"Released","2010-09-17",88,5.3,124
20000000,37597471,9954,"The Covenant",15.804814,"Released","2006-09-08",97,5.2,288
0,0,10115,"Stick It",9.750557,"Released","2006-04-21",105,6.3,148
40000000,28972508,25132,"Shorts",4.100942,"Released","2009-08-21",89,5.1,44
20000000,21284514,577,"To Die For",12.309715,"Released","1995-05-20",106,6.7,175
20000000,83707310,328387,"Nerve",62.933899,"Released","2016-07-27",96,7.1,2181
20000000,20211394,12690,"Appaloosa",16.074397,"Released","2008-09-12",115,6.3,299
20000000,0,9945,"Vampires",17.016284,"Released","1998-04-15",108,5.8,255
806948,3.2e+07,539,"Psycho",93.067866,"Released","1960-06-16",109,8.2,2320
20000000,36620508,13596,"My Best Friend's Girl",17.145287,"Released","2008-09-19",101,5.4,220
20000000,34077920,226857,"Endless Love",27.256849,"Released","2014-02-12",103,6.7,542
20000000,0,13159,"Georgia Rule",7.878177,"Released","2007-05-11",113,5.6,130
20000000,2297493,47941,"Under the Rainbow",0.173964,"Released","1981-07-31",98,4.9,7
20000000,18432000,526,"Ladyhawke",14.370111,"Released","1985-03-27",121,6.8,260
20000000,18253415,22796,"Simon Birch",11.090254,"Released","1998-09-11",114,6.5,52
20000000,22222308,2355,"Reign Over Me",20.82778,"Released","2007-03-23",124,7.1,334
15000000,56255142,5915,"Into the Wild",43.644978,"Released","2007-09-11",148,7.8,3045
20000000,17807569,9842,"School for Scoundrels",8.244324,"Released","2006-09-29",100,5.6,111
20000000,52302796,61012,"Silent Hill: Revelation 3D",23.292761,"Released","2012-10-10",94,5,432
19000000,25836616,755,"From Dusk Till Dawn",64.181668,"Released","1996-01-19",108,6.9,1603
0,0,13682,"Pooh's Heffalump Movie",9.03154,"Released","2005-02-11",68,6.4,88
0,17519169,9089,"Home for the Holidays",4.031585,"Released","1995-11-02",103,6.3,39
20000000,100914445,9470,"Kung Fu Hustle",13.658985,"Released","2004-02-10",99,7.2,831
35000000,0,18357,"The Country Bears",6.908351,"Released","2002-07-26",88,4.3,20
20000000,73276047,7979,"The Kite Runner",10.446722,"Released","2007-10-14",128,7.3,394
20000000,60427839,470,"21 Grams",32.243357,"Released","2003-09-06",124,7.2,918
20000000,16605763,15644,"Paparazzi",9.149089,"Released","2004-09-03",84,5.8,52
20000000,17432163,9582,"A Guy Thing",5.596835,"Released","2003-01-17",101,5.3,83
0,0,10642,"Loser",5.214408,"Released","2000-07-21",98,5,120
20000000,17436509,22074,"Capitalism: A Love Story",10.50098,"Released","2009-09-06",120,7,167
20000000,15473333,2428,"The Greatest Story Ever Told",3.011205,"Released","1965-02-15",199,6.5,41
19500000,34854990,290751,"Secret in Their Eyes",15.012237,"Released","2015-10-14",111,6.2,336
25000000,14109284,13805,"Disaster Movie",16.238961,"Released","2008-08-29",87,3,240
20000000,22942221,4597,"Armored",15.21229,"Released","2009-12-04",88,5.5,208
20000000,13801755,9414,"The Man Who Knew Too Little",6.397042,"Released","1997-11-14",97,6.5,125
20000000,30426096,63492,"What's Your Number?",19.220789,"Released","2011-09-30",106,6.2,671
20000000,32204030,81796,"Lockout",35.232278,"Released","2012-04-12",95,5.8,715
40000000,0,10710,"Envy",9.842771,"Released","2004-04-30",99,4.8,139
20000000,34560577,15092,"Crank: High Voltage",35.542809,"Released","2009-04-16",96,5.9,861
0,0,11382,"Bullets Over Broadway",7.829295,"Released","1994-10-14",98,7,130
20000000,13391174,15005,"One Night with the King",3.476925,"Released","2006-10-13",123,6.1,12
30000000,27674124,8198,"The Quiet American",5.133744,"Released","2002-11-22",101,6.4,81
20000000,12482775,6963,"The Weather Man",14.031377,"Released","2005-10-20",101,6,289
20000000,12398628,15070,"Undisputed",17.227376,"Released","2002-08-23",96,6.1,139
0,0,12797,"Ghost Town",17.98817,"Released","2008-09-19",102,6.4,286
20000000,17280326,17134,"12 Rounds",15.66135,"Released","2009-03-19",108,5.7,220
20000000,24145613,41402,"Let Me In",19.705311,"Released","2010-10-01",116,6.7,641
0,0,18885,"3 Ninjas Kick Back",2.645722,"Released","1994-05-06",93,4.5,48
0,0,4953,"Be Kind Rewind",17.662683,"Released","2008-01-20",102,6.2,424
0,0,10773,"Mrs Henderson Presents",2.894154,"Released","2005-09-09",103,6.4,62
20000000,12639297,146198,"Triple 9",29.371987,"Released","2016-02-19",115,5.6,797
20000000,10686841,2639,"Deconstructing Harry",11.352693,"Released","1997-08-26",96,7.3,187
20000000,0,10563,"Three to Tango",7.553773,"Released","1999-10-22",98,5.4,62
20000000,36606743,295964,"Burnt",30.477114,"Released","2015-10-02",100,6.3,950
20000000,0,5971,"We're No Angels",9.927018,"Released","1989-12-15",106,5.6,105
20000000,0,9716,"Everyone Says I Love You",12.379781,"Released","1996-12-06",101,6.5,147
20000000,16974459,11835,"Death Sentence",12.643703,"Released","2007-08-31",105,6.5,297
21000000,0,26171,"Everybody's Fine",15.440465,"Released","2009-12-04",99,6.5,284
0,9109322,31117,"Superbabies: Baby Geniuses 2",5.886228,"Released","2004-08-27",88,1.9,35
0,12382362,9074,"The Man",6.925645,"Released","2005-09-08",83,5.4,133
20000000,10337477,14396,"Code Name: The Cleaner",9.36146,"Released","2007-01-05",84,4.7,78
20000000,11341016,15673,"Connie and Carla",6.102663,"Released","2004-04-16",98,6.4,24
8000000,2e+07,42618,"Sweet Charity",0.709143,"Released","1969-01-01",149,6.5,15
20000000,11110975,171274,"Inherent Vice",45.742217,"Released","2014-12-25",148,6.5,833
0,0,24432,"Doogal",1.682839,"Released","2006-02-24",85,3.2,18
20000000,16549477,109417,"Battle of the Year",8.237336,"Released","2013-09-21",110,5.9,88
20000000,7e+06,13948,"An American Carol",2.605374,"Released","2008-10-03",83,4.1,20
12000000,15008161,106747,"Machete Kills",29.072964,"Released","2013-09-12",107,5.3,631
22000000,0,10929,"Willard",1.322528,"Released","2003-03-14",100,5.8,82
0,6575282,14220,"Strange Wilderness",4.961306,"Released","2008-02-01",87,4.7,69
0,0,46435,"Topsy-Turvy",8.628519,"Released","1999-09-03",160,6.7,41
20000000,6420319,256962,"Little Boy",12.232048,"Released","2015-04-23",106,7,185
15000000,27462041,48231,"A Dangerous Method",27.133277,"Released","2011-09-30",99,6.2,571
8700000,7659918,3509,"A Scanner Darkly",26.093043,"Released","2006-05-25",100,6.8,532
0,0,82684,"Chasing Mavericks",13.621201,"Released","2012-10-25",117,7,216
20000000,10442808,12142,"Alone in the Dark",9.292987,"Released","2005-01-28",96,3.1,173
20000000,5210988,23367,"Bandslam",7.716606,"Released","2009-08-06",111,5.4,126
20000000,0,10740,"Birth",7.698075,"Released","2004-09-08",100,5.9,179
20000000,12007070,241239,"A Most Violent Year",37.629309,"Released","2014-12-30",125,6.5,546
0,0,14582,"Passchendaele",2.405911,"Released","2008-10-17",114,6.3,26
0,0,14914,"Flash of Genius",3.350297,"Released","2008-09-07",119,6.3,59
20000000,4001121,3902,"I'm Not There.",13.032308,"Released","2007-10-01",135,6.6,195
20000000,16863583,77948,"The Cold Light of Day",15.131867,"Released","2012-04-04",93,4.8,271
20000000,5530764,21755,"The Brothers Bloom",10.218307,"Released","2008-09-09",114,6.8,203
21000000,0,4960,"Synecdoche, New York",12.761176,"Released","2008-10-24",124,7.4,278
26500000,159375308,128,"Princess Mononoke",60.732738,"Released","1997-07-12",134,8.2,1983
0,0,14652,"Bon voyage",0.49446,"Released","2003-04-16",114,5.7,20
0,0,40932,"Can't Stop the Music",6.574285,"Released","1980-06-20",124,4.9,9
2000000,5048693,16608,"The Proposition",14.617944,"Released","2005-10-06",104,7.1,218
20000000,0,334531,"My All American",3.102987,"Released","2015-11-13",118,6.8,36
20000000,1675706,32316,"Marci X",5.65327,"Released","2003-08-22",84,3.3,12
20000000,5359645,7299,"Equilibrium",44.566609,"Released","2002-12-06",107,6.9,1552
40000000,7400000,13405,"The Children of Huang Shi",8.978408,"Released","2008-07-03",125,6.5,52
0,0,19457,"The Yards",10.150993,"Released","2000-04-27",115,6,97
0,0,112937,"The Oogieloves in the Big Balloon Adventure",0.28576,"Released","2012-08-29",88,2.2,8
10000000,3727746,314385,"By the Sea",11.267676,"Released","2015-11-12",122,5.4,156
20000000,0,8953,"Steamboy",9.129808,"Released","2004-07-17",126,6.4,102
0,0,29078,"The Game of Their Lives",2.013405,"Released","2005-01-01",101,5.8,14
