"id","genre","n"
85574,"History",1
85574,"Thriller",1
85613,"Action",1
85613,"Comedy",1
85613,"Crime",1
85613,"Drama",2
85613,"Fantasy",1
85613,"Horror",3
85613,"Mystery",1
85613,"Science Fiction",2
85613,"Thriller",4
85614,"Comedy",1
85614,"Horror",1
85616,"Comedy",2
85616,"Drama",1
85616,"Horror",1
85616,"Romance",1
85629,"Drama",1
85629,"History",1
85669,"Comedy",1
85669,"Drama",1
85669,"Romance",1
85672,"Comedy",1
85672,"Romance",1
85686,"Animation",1
85686,"Family",1
85686,"Foreign",1
85693,"Comedy",1
85693,"Drama",1
85693,"Foreign",1
85693,"Romance",1
85714,"Drama",1
85714,"Foreign",1
85714,"Romance",1
85715,"Thriller",1
85718,"Action",1
85718,"Crime",1
85718,"Drama",2
85718,"History",1
85718,"Thriller",1
85718,"War",1
85721,"Action",1
85721,"Adventure",1
85721,"History",1
85721,"War",1
85724,"Drama",1
85724,"Romance",1
85730,"Thriller",1
85734,"Comedy",1
85734,"Romance",1
85743,"Action",1
85743,"Adventure",1
85743,"Comedy",1
85743,"Romance",1
85743,"Science Fiction",1
85752,"Comedy",1
85752,"Romance",1
85757,"Action",3
85757,"Adventure",3
85757,"Comedy",5
85757,"Family",3
85757,"Fantasy",3
85759,"Action",1
85759,"Animation",1
85759,"Comedy",3
85759,"Drama",2
85759,"Family",1
85759,"Romance",2
85760,"Comedy",1
85760,"Family",1
85778,"Comedy",2
85778,"Drama",1
85778,"Music",1
85778,"Romance",1
85778,"Western",1
85779,"Comedy",1
85779,"Crime",1
85779,"Drama",1
85779,"Mystery",1
85779,"Romance",1
85812,"Comedy",1
85812,"Crime",1
85812,"Drama",2
85812,"Romance",1
85812,"Thriller",1
85825,"Adventure",1
85825,"Comedy",4
85825,"Drama",4
85825,"Horror",1
85825,"Romance",3
85825,"Thriller",1
85828,"Action",2
85828,"Adventure",2
85828,"Comedy",1
85828,"Thriller",1
85837,"Horror",1
85837,"Science Fiction",1
85838,"Drama",1
85838,"Horror",1
85838,"Mystery",1
85869,"Comedy",1
85869,"Drama",3
85869,"Music",1
85869,"Romance",2
85869,"Science Fiction",1
85870,"Drama",1
85870,"Science Fiction",1
85881,"Comedy",1
85881,"Drama",1
85881,"Romance",1
85889,"Comedy",1
85889,"Drama",1
85889,"Romance",1
85889,"Thriller",1
85900,"Adventure",1
85900,"Drama",1
85900,"Romance",1
85902,"Drama",1
85902,"Romance",1
85921,"Action",1
85921,"History",1
85921,"War",1
85922,"Action",1
85922,"Adventure",1
85922,"Comedy",1
85922,"Crime",1
85922,"Family",1
85922,"Horror",1
85922,"Mystery",1
85922,"Science Fiction",1
85924,"Drama",1
85924,"Music",1
85926,"Horror",1
85926,"Science Fiction",1
85929,"Comedy",1
85929,"Family",1
85929,"Music",1
85929,"Romance",1
85930,"Comedy",1
85931,"Action",1
85931,"Adventure",1
85931,"Comedy",5
85931,"Drama",1
85931,"Family",1
85931,"Romance",3
85934,"Drama",1
85934,"Romance",1
85939,"Action",1
85939,"Adventure",1
85939,"Drama",1
85939,"Horror",1
85939,"Science Fiction",1
85940,"Action",1
85940,"Drama",1
85940,"History",1
85940,"War",1
85943,"Drama",1
85943,"Romance",1
85949,"Comedy",2
85949,"Drama",2
85949,"Fantasy",1
85949,"Horror",1
85949,"Mystery",1
85949,"Romance",1
85954,"Adventure",1
85954,"Comedy",1
85954,"Drama",1
85954,"Horror",1
85954,"Science Fiction",1
85954,"Thriller",1
85956,"Adventure",1
85956,"Drama",1
85956,"Romance",1
85957,"Drama",1
85957,"Family",1
85957,"Fantasy",1
85958,"Drama",1
85958,"Romance",1
85958,"War",1
85969,"Thriller",1
85970,"Fantasy",1
85977,"Adventure",1
85977,"Drama",2
85977,"Foreign",1
85977,"Romance",1
85978,"Comedy",1
85978,"Drama",1
85978,"Family",1
85978,"Foreign",1
85978,"Romance",1
85979,"Comedy",1
85979,"Drama",1
85979,"Foreign",1
85979,"Horror",1
85979,"Romance",1
85988,"Comedy",1
85988,"Science Fiction",1
85990,"Drama",2
85990,"History",1
85990,"Romance",1
85996,"Drama",1
85996,"Romance",1
85996,"War",1
86006,"Adventure",2
86006,"Animation",5
86006,"Comedy",2
86006,"Family",5
86006,"Fantasy",2
86006,"Science Fiction",2
86007,"Action",1
86007,"Adventure",2
86007,"Animation",6
86007,"Comedy",2
86007,"Family",6
86007,"Fantasy",3
86007,"Science Fiction",1
86020,"Drama",1
86020,"Music",1
86023,"Action",1
86023,"Science Fiction",1
86034,"Comedy",2
86034,"Crime",1
86034,"Drama",5
86034,"Romance",2
86039,"Action",1
86039,"Adventure",1
86039,"Drama",1
86040,"Action",1
86040,"Adventure",1
86040,"Drama",1
86041,"Action",1
86041,"Adventure",1
86041,"Comedy",1
86041,"Drama",1
86042,"Action",1
86042,"Adventure",1
86042,"Drama",1
86044,"Action",1
86044,"Adventure",1
86044,"Drama",1
86044,"Family",1
86045,"Action",1
86045,"Adventure",1
86045,"Drama",1
86045,"History",1
86045,"Thriller",1
86048,"Drama",1
86048,"Romance",1
86050,"Action",1
86050,"Adventure",1
86050,"Thriller",1
86086,"Animation",1
86086,"Family",1
86086,"Foreign",1
86088,"Comedy",1
86088,"Drama",1
86088,"Romance",1
86128,"Comedy",1
86128,"Fantasy",1
86128,"Romance",1
86132,"Comedy",1
86132,"Drama",1
86133,"Drama",1
86136,"Comedy",1
86136,"Science Fiction",1
86151,"Action",2
86151,"Crime",1
86151,"Drama",1
86151,"Thriller",2
86151,"War",1
86157,"Action",1
86157,"Adventure",1
86157,"Science Fiction",1
86169,"Comedy",1
86169,"Romance",1
86170,"Action",2
86170,"Adventure",2
86170,"Comedy",1
86170,"Drama",1
86170,"Family",1
86170,"Romance",1
86170,"Science Fiction",1
86172,"Action",1
86172,"Adventure",1
86172,"Family",1
86173,"Action",1
86173,"Adventure",1
86173,"Family",1
86174,"Action",1
86174,"Adventure",1
86174,"Family",1
86175,"Action",1
86175,"Adventure",1
86175,"Comedy",2
86175,"Drama",1
86175,"Family",1
86175,"Romance",1
86176,"Action",1
86176,"Adventure",1
86176,"Family",1
86177,"Action",1
86177,"Adventure",1
86177,"Family",1
86178,"Action",1
86178,"Adventure",1
86178,"Family",1
86179,"Action",1
86179,"Adventure",1
86179,"Family",1
86181,"Action",1
86181,"Adventure",1
86181,"Family",1
86187,"Action",1
86187,"Adventure",2
86187,"Drama",2
86187,"Family",1
86188,"Action",1
86188,"Adventure",1
86188,"Family",1
86191,"Action",1
86191,"Adventure",1
86191,"Family",1
86192,"Action",1
86192,"Adventure",1
86192,"Family",1
86193,"Action",1
86193,"Adventure",1
86193,"Family",1
86204,"Action",1
86204,"Comedy",2
86204,"Crime",1
86204,"Drama",1
86204,"Romance",1
86204,"Thriller",1
86232,"Drama",1
86232,"Family",1
86232,"Romance",1
86237,"Action",6
86237,"Adventure",4
86237,"Animation",1
86237,"Comedy",1
86237,"Crime",3
86237,"Drama",5
86237,"Family",1
86237,"History",1
86237,"Horror",1
86237,"Mystery",2
86237,"Romance",1
86237,"Science Fiction",5
86237,"Thriller",8
86257,"Action",1
86264,"Comedy",1
86264,"Drama",1
86265,"Comedy",1
86265,"Drama",1
86267,"Action",2
86267,"Comedy",10
86267,"Crime",1
86267,"Drama",2
86267,"Family",1
86267,"Romance",2
86267,"Science Fiction",1
86268,"Action",1
86268,"Adventure",2
86268,"Comedy",1
86268,"Family",1
86268,"Fantasy",1
86268,"Romance",1
86268,"Science Fiction",1
86269,"Action",1
86269,"Adventure",1
86269,"Science Fiction",1
86271,"Action",2
86271,"Adventure",1
86271,"Comedy",1
86271,"Crime",1
86271,"Drama",2
86271,"Science Fiction",1
86271,"Thriller",1
86272,"Action",1
86272,"Drama",1
86272,"Fantasy",1
86272,"Thriller",1
86272,"Western",1
86273,"Action",1
86273,"Drama",1
86273,"Fantasy",1
86273,"Thriller",1
86273,"Western",1
86274,"Action",1
86274,"Drama",1
86274,"Fantasy",1
86274,"Thriller",1
86274,"Western",1
86275,"Action",1
86275,"Drama",2
86275,"Fantasy",1
86275,"Romance",1
86275,"Thriller",1
86275,"Western",1
86276,"Action",1
86276,"Comedy",1
86276,"Crime",1
86276,"Drama",3
86276,"Fantasy",1
86276,"Romance",1
86276,"Thriller",1
86276,"Western",1
86278,"Action",2
86278,"Comedy",1
86278,"Drama",2
86278,"Fantasy",1
86278,"Thriller",1
86278,"Western",1
86279,"Action",1
86279,"Drama",1
86279,"Fantasy",1
86279,"Thriller",1
86279,"Western",1
86308,"Comedy",1
86308,"Drama",1
86308,"Romance",1
86309,"Comedy",1
86309,"Drama",1
86309,"Romance",1
86310,"Comedy",4
86310,"Drama",3
86310,"Romance",3
86310,"Science Fiction",1
86311,"Comedy",1
86311,"Drama",1
86311,"Romance",1
86312,"Comedy",1
86312,"Drama",1
86312,"Romance",1
86313,"Comedy",2
86313,"Drama",1
86313,"Romance",1
86320,"Drama",2
86320,"History",1
86329,"Action",1
86329,"Adventure",1
86329,"Drama",1
86329,"History",1
86329,"War",1
86330,"Action",1
86330,"Drama",1
86330,"History",1
86330,"War",1
86343,"Adventure",1
86343,"Drama",1
86344,"Science Fiction",1
86344,"Thriller",1
86345,"Action",1
86345,"Horror",1
86345,"Science Fiction",1
86345,"Thriller",1
86347,"Comedy",1
86347,"Crime",1
86347,"Drama",1
86349,"Action",1
86349,"Adventure",1
86349,"Drama",1
86349,"War",1
86369,"Crime",1
86369,"Drama",1
86377,"Drama",1
86377,"History",1
86377,"Music",1
86384,"Action",1
86384,"Drama",1
86384,"Family",1
86384,"TV Movie",1
86385,"Documentary",1
86385,"History",1
86385,"Music",1
86389,"Documentary",1
86389,"History",1
86389,"Music",1
86390,"Documentary",1
86390,"History",1
86390,"Music",1
86391,"Documentary",1
86391,"History",1
86391,"Music",1
86392,"Documentary",1
86392,"History",1
86392,"Music",1
86393,"Documentary",1
86393,"History",1
86393,"Music",1
86394,"Documentary",1
86394,"History",1
86394,"Music",1
86395,"Documentary",1
86395,"History",1
86395,"Music",1
86397,"Action",1
86397,"Crime",1
86397,"Drama",2
86397,"History",2
86397,"Horror",2
86397,"Thriller",1
86432,"Animation",1
86432,"Family",1
86434,"Adventure",1
86434,"Animation",4
86434,"Comedy",4
86434,"Drama",1
86434,"Family",5
86434,"Fantasy",1
86434,"Romance",1
86436,"Animation",1
86436,"Family",1
86442,"Action",1
86442,"Comedy",2
86442,"Crime",1
86442,"Drama",1
86442,"Romance",1
86442,"Thriller",2
86462,"Action",1
86462,"Adventure",1
86462,"Comedy",1
86462,"Drama",1
86462,"Thriller",1
86467,"Mystery",1
86467,"Science Fiction",1
86467,"Thriller",1
86468,"Action",2
86468,"Crime",1
86468,"Drama",1
86468,"Thriller",1
86474,"Drama",1
86475,"Comedy",1
86475,"Drama",1
86475,"Romance",1
86477,"Comedy",1
86477,"Drama",1
86479,"Drama",1
86479,"History",1
86479,"Romance",1
86480,"Comedy",1
86480,"Drama",2
86480,"Mystery",1
86480,"Romance",1
86480,"Thriller",1
86482,"Adventure",1
86482,"Drama",1
86482,"Romance",1
86482,"War",1
86488,"Adventure",1
86488,"Drama",1
86488,"Family",1
86498,"Adventure",2
86498,"Animation",2
86498,"Comedy",5
86498,"Drama",2
86498,"Family",2
86498,"Fantasy",1
86498,"Horror",1
86498,"Music",1
86498,"Romance",1
86503,"Drama",1
86503,"History",1
86527,"Comedy",1
86527,"Drama",1
86527,"Family",1
86528,"Comedy",1
86528,"Drama",1
86528,"Family",1
86530,"Comedy",2
86530,"Drama",2
86530,"Fantasy",1
86530,"Romance",1
86530,"Science Fiction",1
86536,"Action",2
86536,"Adventure",1
86536,"Comedy",1
86536,"Crime",1
86536,"Science Fiction",1
86536,"Thriller",1
86561,"Comedy",2
86561,"Crime",1
86561,"Drama",1
86561,"Music",1
86561,"Romance",1
86561,"Thriller",1
86562,"Comedy",1
86562,"Crime",1
86562,"Thriller",1
86563,"Comedy",1
86563,"Crime",1
86563,"Thriller",1
86564,"Comedy",1
86564,"Crime",1
86564,"Thriller",1
86565,"Comedy",3
86565,"Crime",1
86565,"Drama",1
86565,"Fantasy",1
86565,"Romance",2
86565,"Thriller",1
86566,"Comedy",1
86566,"Crime",1
86566,"Thriller",1
86567,"Comedy",1
86567,"Crime",1
86567,"Thriller",1
86568,"Comedy",1
86568,"Crime",1
86568,"Thriller",1
86569,"Comedy",1
86569,"Crime",1
86569,"Thriller",1
86570,"Comedy",1
86570,"Crime",1
86570,"Thriller",1
86571,"Comedy",3
86571,"Crime",1
86571,"Drama",1
86571,"Fantasy",1
86571,"Romance",2
86571,"Thriller",1
86572,"Comedy",1
86572,"Crime",1
86572,"Thriller",1
86573,"Action",3
86573,"Adventure",2
86573,"Comedy",1
86573,"Crime",3
86573,"Drama",2
86573,"Mystery",1
86573,"Science Fiction",1
86573,"Thriller",4
86574,"Comedy",1
86574,"Crime",1
86574,"Thriller",1
86575,"Comedy",1
86575,"Crime",1
86575,"Thriller",1
86576,"Action",2
86576,"Adventure",1
86576,"Comedy",1
86576,"Crime",2
86576,"Drama",1
86576,"Mystery",1
86576,"Science Fiction",1
86576,"Thriller",3
86577,"Comedy",1
86577,"Crime",1
86577,"Thriller",1
86578,"Comedy",1
86578,"Crime",1
86578,"Thriller",1
86579,"Comedy",2
86579,"Crime",1
86579,"Romance",1
86579,"Thriller",1
86580,"Comedy",1
86580,"Crime",1
86580,"Thriller",1
86582,"Comedy",1
86582,"Crime",1
86582,"Thriller",1
86583,"Comedy",2
86583,"Crime",2
86583,"Drama",2
86583,"Thriller",2
86584,"Comedy",1
86584,"Crime",1
86584,"Thriller",1
86585,"Comedy",1
86585,"Crime",1
86585,"Thriller",1
86586,"Comedy",1
86586,"Crime",1
86586,"Thriller",1
86588,"Comedy",2
86588,"Crime",1
86588,"Romance",1
86588,"Thriller",1
86602,"Action",1
86602,"Adventure",1
86602,"Comedy",1
86602,"Crime",1
86602,"Thriller",1
86616,"Comedy",1
86616,"Crime",1
86616,"Drama",1
86624,"Adventure",2
86624,"Comedy",7
86624,"Crime",1
86624,"Drama",4
86624,"Romance",1
86624,"Science Fiction",2
86625,"History",1
86626,"Action",2
86626,"Adventure",3
86626,"Animation",2
86626,"Comedy",10
86626,"Crime",1
86626,"Drama",3
86626,"Family",2
86626,"Fantasy",1
86626,"Music",1
86626,"Romance",2
86627,"Action",2
86627,"Comedy",3
86627,"Documentary",3
86633,"Action",1
86633,"Adventure",1
86633,"Drama",1
86633,"History",1
86633,"Science Fiction",1
86636,"Animation",1
86636,"Family",1
86653,"Adventure",1
86653,"Comedy",3
86653,"Family",1
86653,"Fantasy",1
86653,"Horror",1
86653,"Romance",1
86653,"Science Fiction",2
86654,"Adventure",1
86654,"Comedy",2
86654,"Family",1
86654,"Fantasy",2
86654,"Horror",1
86654,"Science Fiction",1
86654,"Thriller",1
86655,"Adventure",2
86655,"Animation",2
86655,"Comedy",3
86655,"Drama",1
86655,"Family",3
86655,"Fantasy",2
86655,"Science Fiction",1
86656,"Adventure",1
86656,"Comedy",1
86656,"Family",1
86656,"Fantasy",1
86656,"Science Fiction",1
86657,"Adventure",1
86657,"Comedy",1
86657,"Family",1
86657,"Fantasy",1
86657,"Science Fiction",1
86668,"Adventure",1
86668,"Fantasy",1
86668,"Mystery",1
86668,"Thriller",1
86718,"Adventure",1
86718,"Fantasy",1
86718,"Mystery",1
86718,"Thriller",1
86784,"Drama",1
86784,"History",1
86808,"Drama",2
86812,"Drama",1
86812,"Fantasy",1
86812,"Mystery",1
86812,"Romance",1
86812,"Thriller",1
86817,"Comedy",1
86817,"Crime",1
86817,"Horror",1
86817,"Thriller",1
86853,"Drama",1
86853,"Science Fiction",1
86860,"Adventure",1
86860,"Animation",1
86860,"Fantasy",1
86884,"Action",1
86884,"Drama",3
86884,"Romance",2
86884,"Thriller",1
86892,"Drama",1
86892,"History",1
86903,"Action",1
86903,"Comedy",1
86903,"Crime",1
86903,"Drama",2
86903,"Horror",1
86905,"Action",1
86905,"Comedy",3
86905,"Drama",2
86905,"Family",2
86905,"Romance",1
86906,"Action",1
86906,"Comedy",1
86906,"Drama",1
86919,"Action",1
86919,"Crime",1
86919,"Thriller",1
86920,"Drama",1
86923,"Adventure",1
86923,"Horror",2
86929,"Crime",1
86929,"Drama",1
86938,"Action",1
86938,"Crime",1
86938,"Drama",4
86938,"Music",1
86938,"Romance",1
86938,"Thriller",1
86969,"Action",1
86969,"Comedy",1
86969,"Drama",1
86969,"History",1
86969,"Romance",1
86969,"Western",1
86994,"Comedy",1
87003,"Action",4
87003,"Adventure",2
87003,"Comedy",5
87003,"Crime",1
87003,"Drama",5
87003,"Family",1
87003,"Horror",1
87003,"Music",1
87003,"Science Fiction",1
87003,"Thriller",3
87007,"Drama",3
87007,"History",1
87007,"Romance",1
87007,"War",1
87010,"Comedy",1
87010,"Drama",1
87010,"Romance",1
87015,"Action",1
87015,"Drama",1
87018,"Comedy",1
87018,"Drama",1
87018,"Family",1
87019,"Action",1
87019,"Comedy",1
87019,"Drama",1
87019,"Thriller",1
87020,"Comedy",1
87020,"Drama",2
87020,"Thriller",1
87021,"Comedy",1
87033,"Comedy",1
87033,"Romance",1
87039,"Comedy",1
87039,"Horror",1
87039,"Romance",1
87039,"Thriller",1
87051,"Crime",1
87051,"Drama",1
87051,"Romance",1
87051,"Thriller",1
87055,"Adventure",2
87055,"Animation",2
87055,"Comedy",2
87055,"Family",2
87056,"Animation",2
87056,"Comedy",2
87056,"Family",3
87056,"Fantasy",1
87057,"Action",1
87057,"Drama",1
87057,"Science Fiction",1
87066,"Action",2
87066,"Adventure",2
87066,"Family",1
87066,"Fantasy",1
87066,"Science Fiction",2
87066,"Thriller",2
87070,"Action",3
87070,"Comedy",3
87070,"Drama",5
87070,"History",1
87070,"Romance",1
87070,"Science Fiction",1
87070,"Thriller",3
87073,"Action",1
87073,"Crime",1
87073,"Thriller",1
87079,"Animation",1
87079,"Comedy",1
87079,"Drama",1
87079,"Family",2
87079,"Fantasy",1
87079,"Romance",1
87095,"Comedy",1
87095,"Horror",1
87097,"Comedy",1
87097,"Romance",1
87099,"Drama",1
87099,"Music",1
87099,"Romance",1
87107,"Action",1
87107,"Adventure",1
87107,"Drama",1
87108,"Action",2
87108,"Adventure",1
87108,"Drama",2
87108,"Horror",2
87108,"Music",1
87108,"Science Fiction",1
87108,"Thriller",2
87112,"Horror",2
87112,"Thriller",2
87115,"Action",1
87115,"Adventure",1
87115,"Comedy",1
87115,"Crime",1
87115,"Drama",1
87115,"Fantasy",1
87115,"Mystery",1
87115,"Science Fiction",1
87117,"Drama",1
87117,"Romance",1
87118,"Action",2
87118,"Adventure",1
87118,"Comedy",1
87118,"Crime",2
87118,"Drama",2
87118,"Horror",1
87118,"Romance",1
87118,"Science Fiction",1
87118,"Thriller",4
87119,"Comedy",2
87119,"Drama",2
87125,"Drama",1
87125,"Romance",1
87127,"Action",1
87127,"Horror",1
87127,"Science Fiction",1
87127,"Thriller",1
87128,"Action",3
87128,"Adventure",1
87128,"Horror",1
87128,"Mystery",1
87128,"Romance",1
87128,"Science Fiction",2
87128,"Thriller",2
87129,"Action",1
87129,"Horror",1
87129,"Science Fiction",1
87129,"Thriller",1
87131,"Comedy",2
87131,"Crime",1
87131,"Drama",2
87131,"Romance",1
87147,"Action",1
87147,"Fantasy",1
87147,"Horror",1
87147,"Thriller",1
87167,"Horror",2
87167,"Thriller",1
87176,"Adventure",3
87176,"Animation",4
87176,"Comedy",2
87176,"Family",3
87186,"Comedy",1
87186,"Family",1
87186,"Fantasy",1
87192,"Action",2
87192,"Adventure",1
87192,"Comedy",5
87192,"Crime",1
87192,"Drama",5
87192,"Family",2
87192,"Fantasy",1
87192,"Romance",2
87192,"Science Fiction",1
87194,"Action",1
87194,"Crime",2
87194,"Drama",3
87194,"Mystery",1
87194,"Thriller",1
87208,"Drama",1
87208,"Romance",1
87209,"Action",1
87209,"Adventure",1
87209,"Comedy",1
87210,"Western",1
87220,"Action",1
87220,"Adventure",1
87220,"Fantasy",1
87220,"Horror",2
87220,"Thriller",1
87230,"Comedy",2
87230,"Crime",1
87230,"Drama",1
87243,"Comedy",1
87243,"Drama",3
87243,"Romance",1
87255,"Animation",1
87255,"Family",1
87264,"Drama",1
87265,"Action",1
87265,"Adventure",1
87265,"Crime",1
87265,"Drama",1
87265,"History",1
87265,"Romance",1
87265,"Thriller",1
87280,"Action",1
87280,"History",1
87280,"War",1
87281,"Comedy",1
87281,"Drama",1
87281,"Family",1
87282,"Action",1
87282,"Comedy",1
87282,"Thriller",1
87287,"Comedy",2
87287,"Drama",3
87287,"Family",1
87287,"Horror",1
87287,"Mystery",1
87287,"Romance",2
87287,"Thriller",1
87295,"Action",1
87295,"Comedy",2
87295,"Crime",1
87297,"Drama",2
87297,"Romance",1
87300,"Drama",1
87300,"History",1
87304,"Action",1
87304,"Science Fiction",1
87305,"Drama",1
87305,"Romance",1
87310,"Action",1
87310,"Adventure",2
87310,"Comedy",1
87310,"Drama",3
87310,"Fantasy",3
87310,"Romance",2
87310,"Thriller",1
87310,"Western",2
87312,"Action",3
87312,"Comedy",2
87312,"Crime",2
87312,"Drama",3
87312,"Fantasy",1
87312,"Horror",2
87312,"Mystery",2
87312,"Thriller",2
87312,"Western",2
87317,"Action",2
87317,"Adventure",1
87317,"Comedy",1
87317,"Crime",1
87317,"Drama",1
87317,"Fantasy",1
87317,"Romance",1
87317,"Science Fiction",2
87317,"Thriller",2
87328,"Drama",1
87328,"Foreign",1
87328,"History",1
87332,"Action",2
87332,"Adventure",1
87332,"Comedy",2
87332,"Crime",1
87332,"Family",1
87332,"Fantasy",1
87332,"Science Fiction",1
87332,"Thriller",1
87335,"Drama",1
87341,"Adventure",1
87341,"Crime",1
87341,"Drama",1
87341,"Thriller",1
87360,"Action",3
87360,"Adventure",1
87360,"Comedy",2
87360,"Crime",2
87360,"Science Fiction",1
87360,"Thriller",3
87363,"Comedy",1
87363,"Romance",1
87388,"Comedy",1
87388,"Drama",1
87388,"Family",1
87389,"Comedy",1
87389,"Drama",1
87389,"Family",1
87400,"Action",1
87400,"Comedy",1
87400,"Crime",1
87400,"Drama",2
87400,"Fantasy",1
87400,"Thriller",1
87401,"Action",2
87401,"Crime",1
87401,"Science Fiction",1
87401,"Thriller",2
87402,"Action",1
87402,"Crime",1
87402,"Thriller",1
87403,"Action",1
87403,"Crime",1
87403,"Thriller",1
87404,"Action",2
87404,"Crime",1
87404,"Drama",1
87404,"Mystery",1
87404,"Science Fiction",1
87404,"Thriller",3
87405,"Action",1
87405,"Crime",1
87405,"Thriller",1
87406,"Action",1
87406,"Crime",1
87406,"Thriller",1
87415,"Action",1
87415,"Adventure",1
87415,"Crime",1
87415,"Drama",1
87415,"Family",1
87415,"Mystery",1
87415,"Thriller",1
87416,"Action",1
87416,"Adventure",1
87416,"Romance",1
87416,"Science Fiction",1
87416,"Thriller",1
87431,"Drama",2
87431,"Romance",1
87437,"Horror",1
87437,"Thriller",1
87440,"Animation",1
87440,"Family",1
87440,"Horror",1
87440,"Thriller",1
87443,"Action",1
87443,"Adventure",1
87443,"Fantasy",1
87444,"Drama",1
87445,"Adventure",1
87445,"Family",1
87445,"Fantasy",1
87447,"Action",1
87447,"Adventure",1
87447,"Fantasy",1
87457,"Action",1
87457,"Adventure",1
87457,"Science Fiction",1
87457,"Thriller",1
87460,"Drama",1
87460,"History",1
87461,"Animation",1
87461,"Drama",1
87461,"Music",1
87461,"Science Fiction",1
87462,"Animation",1
87462,"Science Fiction",1
87466,"Action",1
87466,"Crime",1
87466,"Thriller",1
87473,"Drama",1
87473,"History",1
87473,"War",1
87478,"Comedy",1
87478,"Crime",1
87478,"Drama",1
87478,"War",1
87479,"Action",1
87479,"Comedy",1
87479,"Crime",1
87480,"Action",1
87480,"Drama",1
87480,"History",1
87517,"Comedy",1
87517,"Drama",1
87517,"Romance",1
87518,"Drama",1
87518,"History",1
87518,"Romance",1
87545,"Drama",1
87545,"Romance",1
87545,"War",1
87549,"Drama",1
87549,"History",1
87564,"Action",1
87564,"Adventure",1
87564,"Comedy",1
87564,"Fantasy",1
87567,"Comedy",1
87567,"Horror",1
87569,"Comedy",1
87573,"Horror",1
87575,"Action",1
87575,"Adventure",1
87575,"Comedy",1
87575,"Drama",1
87575,"Mystery",1
87575,"Science Fiction",2
87575,"Thriller",2
87577,"Action",1
87577,"Adventure",1
87577,"Crime",1
87577,"Fantasy",1
87577,"Science Fiction",1
87588,"Comedy",1
87594,"Action",1
87594,"Adventure",1
87597,"Music",1
87605,"Action",1
87605,"Adventure",1
87605,"Thriller",1
87662,"Action",3
87662,"Adventure",1
87662,"Crime",2
87662,"Drama",1
87662,"Horror",1
87662,"Science Fiction",1
87662,"Thriller",1
87669,"Comedy",2
87669,"Drama",1
87669,"Music",1
87669,"Romance",2
87687,"Crime",1
87687,"Drama",1
87707,"Comedy",2
87707,"Crime",3
87707,"Drama",4
87707,"Mystery",1
87707,"Romance",1
87707,"Thriller",4
87708,"Action",1
87708,"Adventure",1
87708,"Crime",1
87708,"Drama",2
87708,"Thriller",1
87709,"Crime",1
87709,"Drama",1
87710,"Crime",1
87710,"Drama",1
87711,"Crime",1
87711,"Drama",1
87714,"Comedy",1
87714,"Crime",1
87714,"Drama",1
87714,"Romance",1
87714,"Science Fiction",1
87722,"Action",2
87722,"Adventure",2
87722,"Crime",3
87722,"Drama",1
87722,"Mystery",2
87722,"Science Fiction",1
87722,"Thriller",2
87723,"Action",1
87723,"Adventure",1
87723,"Drama",1
87723,"Romance",1
87736,"Drama",1
87739,"Action",2
87739,"Adventure",1
87739,"Comedy",1
87739,"Drama",1
87739,"Western",1
87740,"Action",1
87740,"Comedy",2
87740,"Horror",1
87740,"Science Fiction",1
87740,"Thriller",1
87741,"Comedy",1
87743,"Comedy",1
87751,"Science Fiction",1
87765,"Comedy",1
87766,"Science Fiction",1
87773,"Action",1
87773,"Adventure",1
87773,"Comedy",1
87773,"Drama",1
87773,"Fantasy",1
87773,"Music",1
87773,"Romance",1
87773,"War",1
87778,"Horror",1
87778,"Science Fiction",1
87779,"Action",1
87779,"Horror",1
87779,"Science Fiction",1
87794,"Action",1
87794,"Science Fiction",1
87794,"Thriller",1
87811,"Action",2
87811,"Adventure",1
87811,"History",1
87811,"Science Fiction",1
87811,"Thriller",1
87811,"War",1
87816,"Adventure",1
87816,"Comedy",1
87816,"Drama",1
87816,"Family",1
87816,"Fantasy",2
87816,"Romance",1
87819,"Animation",1
87819,"Comedy",1
87819,"Drama",1
87819,"Family",1
87822,"Action",3
87822,"Adventure",1
87822,"Animation",1
87822,"Comedy",6
87822,"Crime",1
87822,"Family",2
87822,"Music",1
87822,"Romance",1
87825,"Adventure",1
87825,"Family",1
87841,"Action",2
87841,"Adventure",1
87841,"Drama",1
87841,"Fantasy",1
87841,"Horror",1
87841,"Thriller",1
87849,"Comedy",1
87849,"Drama",1
87849,"Music",1
87849,"Romance",1
87879,"Action",2
87879,"Adventure",1
87879,"Fantasy",1
87879,"Horror",2
87879,"Thriller",1
87880,"Fantasy",1
87880,"Horror",1
87886,"Crime",1
87886,"Drama",1
87907,"Drama",1
87907,"Thriller",1
87908,"Action",1
87908,"Comedy",1
87908,"Crime",1
87908,"Thriller",1
87919,"Documentary",1
87948,"Comedy",1
87948,"Romance",1
87951,"Comedy",1
87951,"Drama",1
87954,"Adventure",1
87954,"Drama",1
87954,"Science Fiction",1
87956,"Comedy",2
87956,"Drama",1
87956,"Romance",1
87957,"Action",3
87957,"Adventure",1
87957,"Crime",1
87957,"Drama",2
87957,"History",1
87957,"Science Fiction",1
87957,"Thriller",2
87957,"War",1
88029,"Adventure",1
88029,"Animation",1
88029,"Comedy",4
88029,"Family",1
