"budget","revenue","movie_id","title","popularity","status","release_date","runtime","vote_average","vote_count","genre_id","genre"
0,0,10075,"Blood and Chocolate",12.295216,"Released","2007-01-26",98,5.4,87,10749,"Romance"
22000000,0,38031,"You Will Meet a Tall Dark Stranger",12.4654,"Released","2010-05-23",98,5.8,251,35,"Comedy"
22000000,0,38031,"You Will Meet a Tall Dark Stranger",12.4654,"Released","2010-05-23",98,5.8,251,18,"Drama"
22000000,0,38031,"You Will Meet a Tall Dark Stranger",12.4654,"Released","2010-05-23",98,5.8,251,10749,"Romance"
15000000,9455232,42188,"Never Let Me Go",30.983397,"Released","2010-09-15",104,6.8,737,18,"Drama"
15000000,9455232,42188,"Never Let Me Go",30.983397,"Released","2010-09-15",104,6.8,737,10749,"Romance"
15000000,9455232,42188,"Never Let Me Go",30.983397,"Released","2010-09-15",104,6.8,737,878,"Science Fiction"
0,0,112430,"The Company",1.485324,"Released","2007-08-05",276,7,12,18,"Drama"
15000000,5926410,6687,"Transsiberian",11.428903,"Released","2008-01-18",111,6.5,195,53,"Thriller"
15000000,5926410,6687,"Transsiberian",11.428903,"Released","2008-01-18",111,6.5,195,80,"Crime"
15000000,5926410,6687,"Transsiberian",11.428903,"Released","2008-01-18",111,6.5,195,9648,"Mystery"
15000000,0,13853,"The Clan of the Cave Bear",5.484679,"Released","1986-01-17",98,4.8,27,12,"Adventure"
15000000,0,13853,"The Clan of the Cave Bear",5.484679,"Released","1986-01-17",98,4.8,27,18,"Drama"
0,0,31306,"Crazy in Alabama",5.770246,"Released","1999-10-22",111,6.5,12,35,"Comedy"
0,0,31306,"Crazy in Alabama",5.770246,"Released","1999-10-22",111,6.5,12,18,"Drama"
15000000,7938872,8461,"Funny Games",15.175289,"Released","2007-10-20",112,6.3,545,27,"Horror"
15000000,7938872,8461,"Funny Games",15.175289,"Released","2007-10-20",112,6.3,545,53,"Thriller"
15000000,7938872,8461,"Funny Games",15.175289,"Released","2007-10-20",112,6.3,545,80,"Crime"
0,0,331592,"Listening",2.414721,"Released","2015-09-11",100,5.5,31,18,"Drama"
0,0,331592,"Listening",2.414721,"Released","2015-09-11",100,5.5,31,53,"Thriller"
0,0,331592,"Listening",2.414721,"Released","2015-09-11",100,5.5,31,878,"Science Fiction"
0,0,47692,"Felicia's Journey",0.470645,"Released","1999-11-24",116,6.6,23,18,"Drama"
92620000,650422,19,"Metropolis",32.351527,"Released","1927-01-10",153,8,657,18,"Drama"
92620000,650422,19,"Metropolis",32.351527,"Released","1927-01-10",153,8,657,878,"Science Fiction"
12000000,9584131,10045,"District B13",17.493735,"Released","2004-11-09",84,6.5,565,28,"Action"
12000000,9584131,10045,"District B13",17.493735,"Released","2004-11-09",84,6.5,565,53,"Thriller"
12000000,9584131,10045,"District B13",17.493735,"Released","2004-11-09",84,6.5,565,878,"Science Fiction"
8000000,529766,400,"Things to Do in Denver When You're Dead",6.932221,"Released","1995-12-01",116,6.7,85,18,"Drama"
8000000,529766,400,"Things to Do in Denver When You're Dead",6.932221,"Released","1995-12-01",116,6.7,85,80,"Crime"
15000000,632542,253450,"The Assassin",8.142166,"Released","2015-08-27",105,6.6,157,28,"Action"
15000000,632542,253450,"The Assassin",8.142166,"Released","2015-08-27",105,6.6,157,18,"Drama"
15000000,632542,253450,"The Assassin",8.142166,"Released","2015-08-27",105,6.6,157,36,"History"
15000000,0,9104,"Buffalo Soldiers",6.329672,"Released","2001-09-08",98,6.5,93,18,"Drama"
15000000,0,9104,"Buffalo Soldiers",6.329672,"Released","2001-09-08",98,6.5,93,35,"Comedy"
15000000,0,9104,"Buffalo Soldiers",6.329672,"Released","2001-09-08",98,6.5,93,10752,"War"
15000000,0,9104,"Buffalo Soldiers",6.329672,"Released","2001-09-08",98,6.5,93,80,"Crime"
15000000,0,9104,"Buffalo Soldiers",6.329672,"Released","2001-09-08",98,6.5,93,53,"Thriller"
0,0,11190,"The Return",7.744166,"Released","2003-06-25",105,7.4,100,53,"Thriller"
0,0,11190,"The Return",7.744166,"Released","2003-06-25",105,7.4,100,18,"Drama"
0,0,11190,"The Return",7.744166,"Released","2003-06-25",105,7.4,100,9648,"Mystery"
8500000,8936663,16353,"Ong Bak 2",9.029489,"Released","2008-12-04",98,6,152,12,"Adventure"
8500000,8936663,16353,"Ong Bak 2",9.029489,"Released","2008-12-04",98,6,152,28,"Action"
8500000,8936663,16353,"Ong Bak 2",9.029489,"Released","2008-12-04",98,6,152,53,"Thriller"
12000000,6814789,23759,"Centurion",22.708647,"Released","2010-02-15",97,5.9,386,12,"Adventure"
12000000,6814789,23759,"Centurion",22.708647,"Released","2010-02-15",97,5.9,386,28,"Action"
12000000,6814789,23759,"Centurion",22.708647,"Released","2010-02-15",97,5.9,386,18,"Drama"
15000000,76382,24206,"Silent Trigger",2.609057,"Released","1996-06-26",93,5,22,18,"Drama"
15000000,76382,24206,"Silent Trigger",2.609057,"Released","1996-06-26",93,5,22,28,"Action"
15000000,76382,24206,"Silent Trigger",2.609057,"Released","1996-06-26",93,5,22,53,"Thriller"
15000000,3533227,10185,"The Midnight Meat Train",19.913961,"Released","2008-08-07",98,6,290,9648,"Mystery"
15000000,3533227,10185,"The Midnight Meat Train",19.913961,"Released","2008-08-07",98,6,290,18,"Drama"
15000000,3533227,10185,"The Midnight Meat Train",19.913961,"Released","2008-08-07",98,6,290,80,"Crime"
15000000,3533227,10185,"The Midnight Meat Train",19.913961,"Released","2008-08-07",98,6,290,53,"Thriller"
15000000,3533227,10185,"The Midnight Meat Train",19.913961,"Released","2008-08-07",98,6,290,27,"Horror"
15000000,0,75033,"Winnie Mandela",1.897761,"Released","2011-09-16",107,5.2,5,18,"Drama"
15000000,0,74536,"The Son of No One",7.701186,"Released","2011-11-04",90,4.8,92,18,"Drama"
15000000,0,74536,"The Son of No One",7.701186,"Released","2011-11-04",90,4.8,92,53,"Thriller"
15000000,0,74536,"The Son of No One",7.701186,"Released","2011-11-04",90,4.8,92,80,"Crime"
15000000,23000,31668,"All The Queen's Men",1.833058,"Released","2001-10-14",99,6.1,7,28,"Action"
15000000,23000,31668,"All The Queen's Men",1.833058,"Released","2001-10-14",99,6.1,7,35,"Comedy"
15000000,23000,31668,"All The Queen's Men",1.833058,"Released","2001-10-14",99,6.1,7,18,"Drama"
15000000,23000,31668,"All The Queen's Men",1.833058,"Released","2001-10-14",99,6.1,7,36,"History"
15000000,20380,13501,"The Good Night",12.185204,"Released","2007-01-25",93,5.7,41,35,"Comedy"
15000000,20380,13501,"The Good Night",12.185204,"Released","2007-01-25",93,5.7,41,18,"Drama"
15000000,20380,13501,"The Good Night",12.185204,"Released","2007-01-25",93,5.7,41,10749,"Romance"
15000000,20380,13501,"The Good Night",12.185204,"Released","2007-01-25",93,5.7,41,14,"Fantasy"
15000000,20380,13501,"The Good Night",12.185204,"Released","2007-01-25",93,5.7,41,10402,"Music"
0,0,15208,"Bathory: Countess of Blood",2.500218,"Released","2008-07-04",141,5.6,31,18,"Drama"
0,0,15208,"Bathory: Countess of Blood",2.500218,"Released","2008-07-04",141,5.6,31,14,"Fantasy"
20000000,27187375,172391,"Khumba",6.459787,"Released","2013-07-18",85,5.8,72,16,"Animation"
20000000,27187375,172391,"Khumba",6.459787,"Released","2013-07-18",85,5.8,72,12,"Adventure"
20000000,27187375,172391,"Khumba",6.459787,"Released","2013-07-18",85,5.8,72,10751,"Family"
7000000,0,262543,"Automata",49.808505,"Released","2014-10-09",110,5.6,670,53,"Thriller"
7000000,0,262543,"Automata",49.808505,"Released","2014-10-09",110,5.6,670,878,"Science Fiction"
0,0,9288,"Dungeons & Dragons: Wrath of the Dragon God",4.901936,"Released","2005-01-01",105,4.8,36,28,"Action"
0,0,9288,"Dungeons & Dragons: Wrath of the Dragon God",4.901936,"Released","2005-01-01",105,4.8,36,12,"Adventure"
0,0,9288,"Dungeons & Dragons: Wrath of the Dragon God",4.901936,"Released","2005-01-01",105,4.8,36,14,"Fantasy"
15000000,0,370980,"Chiamatemi Francesco - Il Papa della gente",0.738646,"Released","2015-12-03",NA,7.3,12,18,"Drama"
15000000,0,20083,"Shinjuku Incident",5.294319,"Released","2009-03-22",119,6.7,65,18,"Drama"
15000000,0,20083,"Shinjuku Incident",5.294319,"Released","2009-03-22",119,6.7,65,28,"Action"
15000000,0,20083,"Shinjuku Incident",5.294319,"Released","2009-03-22",119,6.7,65,53,"Thriller"
15000000,0,20083,"Shinjuku Incident",5.294319,"Released","2009-03-22",119,6.7,65,80,"Crime"
0,0,40880,"Pandaemonium",0.165367,"Released","2001-06-29",124,4.5,2,18,"Drama"
0,0,40880,"Pandaemonium",0.165367,"Released","2001-06-29",124,4.5,2,10769,"Foreign"
14600000,70906973,137,"Groundhog Day",52.744331,"Released","1993-02-11",101,7.4,2301,10749,"Romance"
14600000,70906973,137,"Groundhog Day",52.744331,"Released","1993-02-11",101,7.4,2301,14,"Fantasy"
14600000,70906973,137,"Groundhog Day",52.744331,"Released","1993-02-11",101,7.4,2301,18,"Drama"
14600000,70906973,137,"Groundhog Day",52.744331,"Released","1993-02-11",101,7.4,2301,35,"Comedy"
14800000,122513057,264999,"Magic Mike XXL",29.660993,"Released","2015-07-01",115,6.3,706,35,"Comedy"
14800000,122513057,264999,"Magic Mike XXL",29.660993,"Released","2015-07-01",115,6.3,706,18,"Drama"
14800000,122513057,264999,"Magic Mike XXL",29.660993,"Released","2015-07-01",115,6.3,706,10402,"Music"
14500000,147298761,454,"Romeo + Juliet",41.493042,"Released","1996-10-31",120,6.7,1374,18,"Drama"
14500000,147298761,454,"Romeo + Juliet",41.493042,"Released","1996-10-31",120,6.7,1374,10749,"Romance"
10000000,17511906,53457,"Sarah's Key",10.072199,"Released","2010-09-16",111,7.2,196,18,"Drama"
10000000,17511906,53457,"Sarah's Key",10.072199,"Released","2010-09-16",111,7.2,196,10752,"War"
14500000,0,288980,"Freedom",4.389363,"Released","2014-08-21",98,5.8,9,18,"Drama"
14000000,159157447,33,"Unforgiven",37.380435,"Released","1992-08-07",131,7.7,1113,37,"Western"
14200000,674918,1951,"Manderlay",7.05145,"Released","2005-05-16",139,6.9,78,18,"Drama"
15000000,377910544,12405,"Slumdog Millionaire",59.258969,"Released","2008-05-12",120,7.6,2827,18,"Drama"
15000000,377910544,12405,"Slumdog Millionaire",59.258969,"Released","2008-05-12",120,7.6,2827,10749,"Romance"
14000000,320145693,10998,"Fatal Attraction",16.742972,"Released","1987-09-11",119,6.6,291,18,"Drama"
14000000,320145693,10998,"Fatal Attraction",16.742972,"Released","1987-09-11",119,6.6,291,10749,"Romance"
14000000,320145693,10998,"Fatal Attraction",16.742972,"Released","1987-09-11",119,6.6,291,53,"Thriller"
14000000,4.63e+08,114,"Pretty Woman",45.473484,"Released","1990-03-23",119,7,1746,10749,"Romance"
14000000,4.63e+08,114,"Pretty Woman",45.473484,"Released","1990-03-23",119,7,1746,35,"Comedy"
0,239606210,9396,"Crocodile Dundee II",15.474831,"Released","1988-05-19",110,5.5,303,12,"Adventure"
0,239606210,9396,"Crocodile Dundee II",15.474831,"Released","1988-05-19",110,5.5,303,35,"Comedy"
0,0,319910,"Broken Horses",4.289676,"Released","2015-03-15",101,5,10,53,"Thriller"
0,0,319910,"Broken Horses",4.289676,"Released","2015-03-15",101,5,10,9648,"Mystery"
0,0,319910,"Broken Horses",4.289676,"Released","2015-03-15",101,5,10,18,"Drama"
0,0,319910,"Broken Horses",4.289676,"Released","2015-03-15",101,5,10,80,"Crime"
14000000,161001698,2604,"Born on the Fourth of July",25.949277,"Released","1989-12-20",145,6.7,395,18,"Drama"
14000000,161001698,2604,"Born on the Fourth of July",25.949277,"Released","1989-12-20",145,6.7,395,10752,"War"
14000000,154864401,864,"Cool Runnings",22.409117,"Released","1993-09-30",98,6.8,491,35,"Comedy"
15000000,100734718,14435,"My Bloody Valentine",13.706357,"Released","2009-01-16",101,5.3,299,9648,"Mystery"
15000000,100734718,14435,"My Bloody Valentine",13.706357,"Released","2009-01-16",101,5.3,299,27,"Horror"
13000000,75511123,1931,"Stomp the Yard",6.92205,"Released","2007-05-16",114,6.1,88,18,"Drama"
13000000,75511123,1931,"Stomp the Yard",6.92205,"Released","2007-05-16",114,6.1,88,10402,"Music"
14000000,185438673,691,"The Spy Who Loved Me",27.17347,"Released","1977-07-07",125,6.6,507,12,"Adventure"
14000000,185438673,691,"The Spy Who Loved Me",27.17347,"Released","1977-07-07",125,6.6,507,28,"Action"
14000000,185438673,691,"The Spy Who Loved Me",27.17347,"Released","1977-07-07",125,6.6,507,53,"Thriller"
14000000,72527595,9877,"Urban Legend",12.159009,"Released","1998-09-25",99,5.6,290,27,"Horror"
14000000,72527595,9877,"Urban Legend",12.159009,"Released","1998-09-25",99,5.6,290,53,"Thriller"
0,0,62008,"Good Deeds",4.448494,"Released","2012-02-23",111,6.2,45,35,"Comedy"
0,0,62008,"Good Deeds",4.448494,"Released","2012-02-23",111,6.2,45,18,"Drama"
0,0,62008,"Good Deeds",4.448494,"Released","2012-02-23",111,6.2,45,10749,"Romance"
14000000,34793160,12227,"White Fang",13.13724,"Released","1991-01-18",107,6.5,135,28,"Action"
14000000,34793160,12227,"White Fang",13.13724,"Released","1991-01-18",107,6.5,135,12,"Adventure"
14000000,34793160,12227,"White Fang",13.13724,"Released","1991-01-18",107,6.5,135,18,"Drama"
14000000,34793160,12227,"White Fang",13.13724,"Released","1991-01-18",107,6.5,135,10751,"Family"
0,0,13824,"Superstar",4.04701,"Released","1999-10-08",81,5.1,83,35,"Comedy"
0,0,13824,"Superstar",4.04701,"Released","1999-10-08",81,5.1,83,10751,"Family"
13000000,114956699,71688,"The Iron Lady",23.3784,"Released","2011-12-30",105,6.2,527,36,"History"
13000000,114956699,71688,"The Iron Lady",23.3784,"Released","2011-12-30",105,6.2,527,18,"Drama"
0,0,15173,"Jonah: A VeggieTales Movie",1.446172,"Released","2002-10-04",82,6.4,22,28,"Action"
0,0,15173,"Jonah: A VeggieTales Movie",1.446172,"Released","2002-10-04",82,6.4,22,12,"Adventure"
0,0,15173,"Jonah: A VeggieTales Movie",1.446172,"Released","2002-10-04",82,6.4,22,16,"Animation"
0,0,15173,"Jonah: A VeggieTales Movie",1.446172,"Released","2002-10-04",82,6.4,22,35,"Comedy"
0,0,15173,"Jonah: A VeggieTales Movie",1.446172,"Released","2002-10-04",82,6.4,22,10751,"Family"
0,0,15173,"Jonah: A VeggieTales Movie",1.446172,"Released","2002-10-04",82,6.4,22,14,"Fantasy"
0,0,15173,"Jonah: A VeggieTales Movie",1.446172,"Released","2002-10-04",82,6.4,22,10749,"Romance"
14000000,27515786,8291,"Poetic Justice",3.650857,"Released","1993-07-23",109,6.9,47,18,"Drama"
14000000,27515786,8291,"Poetic Justice",3.650857,"Released","1993-07-23",109,6.9,47,10749,"Romance"
14000000,25482931,13950,"All About the Benjamins",5.102258,"Released","2002-03-08",95,5.8,48,28,"Action"
14000000,25482931,13950,"All About the Benjamins",5.102258,"Released","2002-03-08",95,5.8,48,12,"Adventure"
14000000,25482931,13950,"All About the Benjamins",5.102258,"Released","2002-03-08",95,5.8,48,35,"Comedy"
14000000,19800000,12158,"Vampire in Brooklyn",6.772615,"Released","1995-10-27",100,4.5,111,35,"Comedy"
14000000,19800000,12158,"Vampire in Brooklyn",6.772615,"Released","1995-10-27",100,4.5,111,27,"Horror"
14000000,19800000,12158,"Vampire in Brooklyn",6.772615,"Released","1995-10-27",100,4.5,111,10749,"Romance"
14000000,30749142,11586,"Exorcist II: The Heretic",11.543363,"Released","1977-06-17",118,4.5,133,27,"Horror"
14000000,30749142,11586,"Exorcist II: The Heretic",11.543363,"Released","1977-06-17",118,4.5,133,53,"Thriller"
14000000,30749142,11586,"Exorcist II: The Heretic",11.543363,"Released","1977-06-17",118,4.5,133,14,"Fantasy"
0,0,10008,"An American Haunting",7.436315,"Released","2005-05-05",83,5.3,142,27,"Horror"
0,0,10008,"An American Haunting",7.436315,"Released","2005-05-05",83,5.3,142,53,"Thriller"
14000000,0,2830,"My Boss's Daughter",14.813614,"Released","2003-08-21",83,4.4,180,35,"Comedy"
14000000,0,2830,"My Boss's Daughter",14.813614,"Released","2003-08-21",83,4.4,180,10749,"Romance"
14000000,22852638,12403,"A Perfect Getaway",20.792603,"Released","2009-06-08",98,6.2,351,53,"Thriller"
14000000,22852638,12403,"A Perfect Getaway",20.792603,"Released","2009-06-08",98,6.2,351,9648,"Mystery"
14000000,22852638,12403,"A Perfect Getaway",20.792603,"Released","2009-06-08",98,6.2,351,12,"Adventure"
14000000,21409028,34563,"Our Family Wedding",6.733485,"Released","2010-03-12",103,5.7,39,35,"Comedy"
0,0,14557,"Dead Man on Campus",7.708227,"Released","1998-08-21",96,5.6,49,35,"Comedy"
12000000,21001563,10368,"Tea with Mussolini",2.238646,"Released","1999-03-25",117,5.8,32,35,"Comedy"
12000000,21001563,10368,"Tea with Mussolini",2.238646,"Released","1999-03-25",117,5.8,32,18,"Drama"
12000000,21001563,10368,"Tea with Mussolini",2.238646,"Released","1999-03-25",117,5.8,32,10752,"War"
0,0,10280,"Thinner",7.866961,"Released","1996-10-25",92,5.5,124,27,"Horror"
0,0,10280,"Thinner",7.866961,"Released","1996-10-25",92,5.5,124,53,"Thriller"
0,0,12637,"New York, New York",3.876242,"Released","1977-06-21",155,6.1,67,18,"Drama"
0,0,12637,"New York, New York",3.876242,"Released","1977-06-21",155,6.1,67,10402,"Music"
0,0,12637,"New York, New York",3.876242,"Released","1977-06-21",155,6.1,67,10749,"Romance"
0,0,34152,"Crooklyn",1.89218,"Released","1994-05-13",115,6.7,31,35,"Comedy"
0,0,34152,"Crooklyn",1.89218,"Released","1994-05-13",115,6.7,31,18,"Drama"
11000000,13196245,14434,"I Think I Love My Wife",4.536745,"Released","2007-03-16",90,5,55,35,"Comedy"
11000000,13196245,14434,"I Think I Love My Wife",4.536745,"Released","2007-03-16",90,5,55,10749,"Romance"
11000000,16951798,11470,"Jason X",11.220643,"Released","2001-07-24",91,4.5,291,27,"Horror"
11000000,16951798,11470,"Jason X",11.220643,"Released","2001-07-24",91,4.5,291,878,"Science Fiction"
0,0,10741,"Bobby",11.706309,"Released","2006-09-05",120,6.4,119,36,"History"
0,0,10741,"Bobby",11.706309,"Released","2006-09-05",120,6.4,119,18,"Drama"
14000000,10424470,24940,"Head Over Heels",4.66723,"Released","2001-02-02",86,5.3,73,35,"Comedy"
14000000,10424470,24940,"Head Over Heels",4.66723,"Released","2001-02-02",86,5.3,73,10749,"Romance"
14000000,11417362,82679,"Fun Size",7.487843,"Released","2012-10-25",87,5.5,134,35,"Comedy"
14000000,19777647,2013,"The Diving Bell and the Butterfly",13.65494,"Released","2007-05-22",112,7.4,283,18,"Drama"
26000000,14821658,1440,"Little Children",11.942862,"Released","2006-10-06",136,6.9,240,10749,"Romance"
26000000,14821658,1440,"Little Children",11.942862,"Released","2006-10-06",136,6.9,240,18,"Drama"
14000000,5108820,18041,"Gossip",5.833687,"Released","2000-04-21",90,5.5,68,18,"Drama"
14000000,5108820,18041,"Gossip",5.833687,"Released","2000-04-21",90,5.5,68,9648,"Mystery"
14000000,5108820,18041,"Gossip",5.833687,"Released","2000-04-21",90,5.5,68,53,"Thriller"
14000000,0,28029,"A Walk on the Moon",6.370267,"Released","1999-01-29",107,6.2,21,18,"Drama"
14000000,0,28029,"A Walk on the Moon",6.370267,"Released","1999-01-29",107,6.2,21,10749,"Romance"
0,4291965,1123,"Catch a Fire",4.052219,"Released","2006-10-27",101,6.4,25,28,"Action"
0,4291965,1123,"Catch a Fire",4.052219,"Released","2006-10-27",101,6.4,25,18,"Drama"
0,4291965,1123,"Catch a Fire",4.052219,"Released","2006-10-27",101,6.4,25,53,"Thriller"
0,0,14033,"Soul Survivors",3.231848,"Released","2001-09-06",84,4.4,49,27,"Horror"
0,0,14033,"Soul Survivors",3.231848,"Released","2001-09-06",84,4.4,49,9648,"Mystery"
0,0,14033,"Soul Survivors",3.231848,"Released","2001-09-06",84,4.4,49,53,"Thriller"
14000000,2474000,87729,"Jefferson in Paris",0.900442,"Released","1995-03-31",139,5.2,10,18,"Drama"
14000000,2474000,87729,"Jefferson in Paris",0.900442,"Released","1995-03-31",139,5.2,10,10749,"Romance"
0,0,16899,"Easy Virtue",8.387573,"Released","2008-01-01",93,6.3,108,35,"Comedy"
0,0,16899,"Easy Virtue",8.387573,"Released","2008-01-01",93,6.3,108,10749,"Romance"
0,0,41317,"Caravans",0.633004,"Released","1978-11-02",127,5.8,1,28,"Action"
0,0,41317,"Caravans",0.633004,"Released","1978-11-02",127,5.8,1,12,"Adventure"
0,0,41317,"Caravans",0.633004,"Released","1978-11-02",127,5.8,1,18,"Drama"
0,0,41317,"Caravans",0.633004,"Released","1978-11-02",127,5.8,1,10749,"Romance"
0,5405500,245700,"Mr. Turner",9.242554,"Released","2014-10-31",150,6.3,204,36,"History"
0,5405500,245700,"Mr. Turner",9.242554,"Released","2014-10-31",150,6.3,204,18,"Drama"
0,0,37842,"Wild Grass",1.866443,"Released","2009-05-20",104,5.8,22,18,"Drama"
0,0,37842,"Wild Grass",1.866443,"Released","2009-05-20",104,5.8,22,10749,"Romance"
0,0,9045,"Amen.",5.930533,"Released","2002-02-13",132,7.1,75,18,"Drama"
0,0,9045,"Amen.",5.930533,"Released","2002-02-13",132,7.1,75,36,"History"
12000000,0,44092,"Reign of Assassins",4.930129,"Released","2010-09-01",117,6.7,57,36,"History"
12000000,0,44092,"Reign of Assassins",4.930129,"Released","2010-09-01",117,6.7,57,28,"Action"
0,0,16005,"The Lucky Ones",8.747922,"Released","2008-09-26",113,6.3,55,35,"Comedy"
0,0,16005,"The Lucky Ones",8.747922,"Released","2008-09-26",113,6.3,55,18,"Drama"
0,0,16005,"The Lucky Ones",8.747922,"Released","2008-09-26",113,6.3,55,36,"History"
14000000,46495,44754,"Margaret",4.898424,"Released","2011-09-30",149,6.1,86,18,"Drama"
108,0,23988,"Stan Helsing",7.410523,"Released","2009-10-27",90,4,97,35,"Comedy"
108,0,23988,"Stan Helsing",7.410523,"Released","2009-10-27",90,4,97,27,"Horror"
14000000,1755212,43949,"Flipped",24.210698,"Released","2010-08-06",89,7.4,418,10749,"Romance"
14000000,1755212,43949,"Flipped",24.210698,"Released","2010-08-06",89,7.4,418,18,"Drama"
14000000,178043761,142,"Brokeback Mountain",44.135568,"Released","2005-09-02",134,7.5,1480,18,"Drama"
14000000,178043761,142,"Brokeback Mountain",44.135568,"Released","2005-09-02",134,7.5,1480,10749,"Romance"
12000000,0,9603,"Clueless",16.051328,"Released","1995-07-19",97,6.9,803,35,"Comedy"
12000000,0,9603,"Clueless",16.051328,"Released","1995-07-19",97,6.9,803,18,"Drama"
12000000,0,9603,"Clueless",16.051328,"Released","1995-07-19",97,6.9,803,10749,"Romance"
13500000,29027914,10712,"Far from Heaven",9.982885,"Released","2002-09-01",107,6.9,144,18,"Drama"
13500000,29027914,10712,"Far from Heaven",9.982885,"Released","2002-09-01",107,6.9,144,10749,"Romance"
14000000,12314651,243938,"Hot Tub Time Machine 2",16.618874,"Released","2015-02-20",93,5,354,35,"Comedy"
13500000,7060876,10876,"Quills",7.261196,"Released","2000-11-22",124,6.8,128,18,"Drama"
15000000,19422261,86838,"Seven Psychopaths",32.306455,"Released","2012-09-07",110,6.7,1206,35,"Comedy"
15000000,19422261,86838,"Seven Psychopaths",32.306455,"Released","2012-09-07",110,6.7,1206,80,"Crime"
0,0,25208,"The Caveman's Valentine",4.722403,"Released","2001-01-19",105,6,27,18,"Drama"
0,0,25208,"The Caveman's Valentine",4.722403,"Released","2001-01-19",105,6,27,9648,"Mystery"
0,0,25208,"The Caveman's Valentine",4.722403,"Released","2001-01-19",105,6,27,53,"Thriller"
18339750,92180910,613,"Downfall",32.445895,"Released","2004-09-08",156,7.7,1037,18,"Drama"
18339750,92180910,613,"Downfall",32.445895,"Released","2004-09-08",156,7.7,1037,36,"History"
18339750,92180910,613,"Downfall",32.445895,"Released","2004-09-08",156,7.7,1037,10752,"War"
12806000,38535221,1913,"The Sea Inside",17.363739,"Released","2004-09-03",125,7.2,219,18,"Drama"
13300000,5380251,97370,"Under the Skin",29.782161,"Released","2014-03-14",108,6,1102,53,"Thriller"
13300000,5380251,97370,"Under the Skin",29.782161,"Released","2014-03-14",108,6,1102,878,"Science Fiction"
13300000,5380251,97370,"Under the Skin",29.782161,"Released","2014-03-14",108,6,1102,18,"Drama"
13000000,123922370,801,"Good Morning, Vietnam",18.362333,"Released","1987-12-23",121,7.1,642,35,"Comedy"
13000000,123922370,801,"Good Morning, Vietnam",18.362333,"Released","1987-12-23",121,7.1,642,18,"Drama"
13000000,123922370,801,"Good Morning, Vietnam",18.362333,"Released","1987-12-23",121,7.1,642,10752,"War"
13400000,16700000,70829,"The Last Godfather",0.680753,"Released","2010-12-29",100,4.7,7,28,"Action"
13400000,16700000,70829,"The Last Godfather",0.680753,"Released","2010-12-29",100,4.7,7,35,"Comedy"
13400000,16700000,70829,"The Last Godfather",0.680753,"Released","2010-12-29",100,4.7,7,53,"Thriller"
13000000,98441954,54518,"Justin Bieber: Never Say Never",6.735922,"Released","2011-02-11",105,4.8,154,99,"Documentary"
13000000,98441954,54518,"Justin Bieber: Never Say Never",6.735922,"Released","2011-02-11",105,4.8,154,10402,"Music"
13000000,98441954,54518,"Justin Bieber: Never Say Never",6.735922,"Released","2011-02-11",105,4.8,154,10751,"Family"
13000000,327803731,44214,"Black Swan",91.285683,"Released","2010-12-02",108,7.3,4430,18,"Drama"
13000000,327803731,44214,"Black Swan",91.285683,"Released","2010-12-02",108,7.3,4430,53,"Thriller"
13000000,47542841,240,"The Godfather: Part II",105.792936,"Released","1974-12-20",200,8.3,3338,18,"Drama"
13000000,47542841,240,"The Godfather: Part II",105.792936,"Released","1974-12-20",200,8.3,3338,80,"Crime"
13000000,91038276,9816,"Save the Last Dance",9.969624,"Released","2001-01-12",112,6.3,352,18,"Drama"
13000000,91038276,9816,"Save the Last Dance",9.969624,"Released","2001-01-12",112,6.3,352,10751,"Family"
13000000,91038276,9816,"Save the Last Dance",9.969624,"Released","2001-01-12",112,6.3,352,10749,"Romance"
13000000,91038276,9816,"Save the Last Dance",9.969624,"Released","2001-01-12",112,6.3,352,10402,"Music"
7000000,72500000,10131,"A Nightmare on Elm Street 4: The Dream Master",17.113408,"Released","1988-08-19",99,5.8,281,27,"Horror"
7000000,72500000,10131,"A Nightmare on Elm Street 4: The Dream Master",17.113408,"Released","1988-08-19",99,5.8,281,53,"Thriller"
16000000,7.7e+07,339984,"Miracles from Heaven",10.248439,"Released","2016-03-17",117,6.7,186,18,"Drama"
13000000,73180723,8859,"Dude, Where’s My Car?",25.316146,"Released","2000-12-15",83,5.2,509,35,"Comedy"
13000000,44726644,11967,"Young Guns",9.499325,"Released","1988-08-12",107,6.6,258,80,"Crime"
13000000,44726644,11967,"Young Guns",9.499325,"Released","1988-08-12",107,6.6,258,28,"Action"
13000000,44726644,11967,"Young Guns",9.499325,"Released","1988-08-12",107,6.6,258,12,"Adventure"
13000000,44726644,11967,"Young Guns",9.499325,"Released","1988-08-12",107,6.6,258,18,"Drama"
13000000,44726644,11967,"Young Guns",9.499325,"Released","1988-08-12",107,6.6,258,37,"Western"
13000000,54837234,239563,"St. Vincent",43.791745,"Released","2014-10-09",102,7.1,763,35,"Comedy"
12500000,49002684,222899,"About Last Night",11.828068,"Released","2014-02-14",100,6,210,35,"Comedy"
12500000,49002684,222899,"About Last Night",11.828068,"Released","2014-02-14",100,6,210,10749,"Romance"
16000000,53478166,4951,"10 Things I Hate About You",54.550275,"Released","1999-03-30",97,7.3,1701,35,"Comedy"
16000000,53478166,4951,"10 Things I Hate About You",54.550275,"Released","1999-03-30",97,7.3,1701,10749,"Romance"
